SearchTeam,Season,Team,Lineup,Offense,Defense,Net,Season Possessions,Total Possessions
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Derrick Jones Jr. | P.J. Washington | Luka Doncic | Daniel Gafford,0.1,1.1,1.2,126,126
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Dante Exum | Derrick Jones Jr. | P.J. Washington | Daniel Gafford,-0.2,-0.7,-0.9,118,118
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Derrick Jones Jr. | Luka Doncic | Josh Green | Dereck Lively II,-2.9,-0.2,-3.1,114,114
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Dante Exum | Derrick Jones Jr. | Luka Doncic | Dereck Lively II,2.8,1.8,4.6,114,114
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Dwight Powell | Derrick Jones Jr. | Luka Doncic | Josh Green,2.2,-2.1,0.1,107,107
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Dwight Powell | Luka Doncic | Grant Williams,-1.1,-0.6,-1.7,101,101
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Seth Curry | Derrick Jones Jr. | Luka Doncic | Dereck Lively II,-0.6,0.8,0.3,100,100
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Dwight Powell | Dante Exum | Josh Green,2.6,-1.6,1.1,100,100
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Maxi Kleber | Luka Doncic | Josh Green | Dereck Lively II,3,0.6,3.6,100,100
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Dwight Powell | Luka Doncic | Josh Green,0.8,1,1.8,51,164
Utah Jazz,2024,Utah Jazz,Kris Dunn | Lauri Markkanen | John Collins | Collin Sexton | Simone Fontecchio,6.3,-3.7,2.6,1085,1085
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Ochai Agbaji | Walker Kessler | Keyonte George,-1.4,-3.8,-5.2,600,600
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Ochai Agbaji | Keyonte George,-0.3,-2,-2.2,526,526
Utah Jazz,2024,Utah Jazz,Lauri Markkanen | John Collins | Collin Sexton | Taylor Hendricks | Keyonte George,-0.8,-0.9,-1.7,424,424
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Talen Horton-Tucker | Walker Kessler,-2.9,-1.9,-4.7,334,334
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | Walker Kessler | Simone Fontecchio | Keyonte George,-2,2.6,0.6,299,299
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | John Collins | Ochai Agbaji | Keyonte George,-3.1,0.9,-2.1,297,297
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Collin Sexton | Keyonte George,2.4,-0.7,1.8,251,251
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Lauri Markkanen | Collin Sexton | Talen Horton-Tucker | Simone Fontecchio,-0.8,-1.4,-2.1,243,243
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | John Collins | Collin Sexton | Simone Fontecchio,-2,-0.9,-2.8,233,233
Utah Jazz,2024,Utah Jazz,Kris Dunn | Lauri Markkanen | Collin Sexton | Walker Kessler | Simone Fontecchio,3.3,0.3,3.6,201,201
Utah Jazz,2024,Utah Jazz,Luka Samanic | Omer Yurtseven | Johnny Juzang | Taylor Hendricks | Keyonte George,-0.5,-1.5,-2,199,199
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | John Collins | Keyonte George,0.8,-0.6,0.2,179,179
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Collin Sexton | Talen Horton-Tucker | Ochai Agbaji | Walker Kessler,0,0.9,0.8,177,177
Utah Jazz,2024,Utah Jazz,John Collins | Omer Yurtseven | Ochai Agbaji | Simone Fontecchio | Keyonte George,-2.4,-0.1,-2.5,167,167
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | John Collins | Walker Kessler | Simone Fontecchio | Keyonte George,-2,-1.8,-3.7,155,155
Utah Jazz,2024,Utah Jazz,Collin Sexton | Omer Yurtseven | Taylor Hendricks | Keyonte George | Brice Sensabaugh,-1.4,-1.9,-3.3,155,155
Utah Jazz,2024,Utah Jazz,John Collins | Collin Sexton | Taylor Hendricks | Keyonte George | Brice Sensabaugh,-0.2,-0.1,-0.4,139,139
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Collin Sexton | Talen Horton-Tucker | Walker Kessler | Simone Fontecchio,-1.7,-0.1,-1.9,136,157
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | John Collins | Collin Sexton,-0.6,-0.6,-1.3,136,136
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Kris Dunn | Lauri Markkanen | Walker Kessler | Brice Sensabaugh,0.3,-1.7,-1.4,136,136
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | Lauri Markkanen | Collin Sexton | Walker Kessler | Simone Fontecchio,0.6,-0.9,-0.3,130,130
Utah Jazz,2024,Utah Jazz,Lauri Markkanen | John Collins | Collin Sexton | Walker Kessler | Keyonte George,-1.4,-0.6,-2,129,129
Utah Jazz,2024,Utah Jazz,Lauri Markkanen | Collin Sexton | Talen Horton-Tucker | Walker Kessler | Simone Fontecchio,0.5,-0.9,-0.3,120,137
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | John Collins | Collin Sexton | Keyonte George,-0.9,-0.4,-1.3,119,119
Utah Jazz,2024,Utah Jazz,Jordan Clarkson | John Collins | Omer Yurtseven | Simone Fontecchio | Keyonte George,0.3,-1.3,-1.1,119,119
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | Walker Kessler | Keyonte George,-1.5,-0.7,-2.3,118,118
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Kris Dunn | Lauri Markkanen | John Collins | Collin Sexton,0.3,-1.3,-1,118,118
Utah Jazz,2024,Utah Jazz,Collin Sexton | Walker Kessler | Taylor Hendricks | Keyonte George | Brice Sensabaugh,-0.6,-2.5,-3.1,105,105
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | Talen Horton-Tucker | Walker Kessler,0.4,1.2,1.6,25,195
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Jordan Clarkson | Lauri Markkanen | Collin Sexton | Walker Kessler,0.7,-1.3,-0.6,20,338
Utah Jazz,2024,Utah Jazz,Kelly Olynyk | Talen Horton-Tucker | Ochai Agbaji | Walker Kessler | Simone Fontecchio,-1.3,-3.5,-4.7,2,391
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Bradley Beal | Jusuf Nurkic | Devin Booker | Grayson Allen,7.2,-0.8,6.4,2168,2168
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Jusuf Nurkic | Devin Booker | Grayson Allen,2.3,2.9,5.2,901,901
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Bradley Beal | Devin Booker | Grayson Allen | Drew Eubanks,-4,-1.1,-5.2,365,365
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Devin Booker | Grayson Allen | Drew Eubanks,0.2,-2.2,-2,333,333
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Jusuf Nurkic | Grayson Allen | Josh Okogie,1.3,-0.4,0.9,305,305
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Bradley Beal | Jusuf Nurkic | Royce O'Neale | Grayson Allen,1.2,0.1,1.3,284,284
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Bradley Beal | Jusuf Nurkic | Devin Booker | Royce O'Neale,-2.2,-1.8,-4,261,261
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Bradley Beal | Jusuf Nurkic | Devin Booker,0.6,-1.5,-1,261,261
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Jusuf Nurkic | Devin Booker | Royce O'Neale | Grayson Allen,-1.2,-0.3,-1.4,257,257
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Jusuf Nurkic | Devin Booker | Grayson Allen | Josh Okogie,-0.3,1.1,0.8,248,248
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Jusuf Nurkic | Devin Booker | Grayson Allen | Nassir Little,0.2,-2.4,-2.1,228,228
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Bradley Beal | Devin Booker | Grayson Allen,4.9,-0.7,4.2,228,228
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Jusuf Nurkic | Grayson Allen | Keita Bates-Diop,1.9,-0.3,1.7,197,197
Phoenix Suns,2024,Phoenix Suns,Eric Gordon | Bradley Beal | Devin Booker | Royce O'Neale | Drew Eubanks,-0.8,-0.2,-1,162,162
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Bradley Beal | Jusuf Nurkic | Grayson Allen | Keita Bates-Diop,-0.6,1.5,0.9,156,156
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Jusuf Nurkic | Devin Booker | Josh Okogie,1.2,-1.5,-0.3,143,143
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Bradley Beal | Devin Booker | Royce O'Neale | Grayson Allen,-0.4,-0.5,-0.8,140,140
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Bradley Beal | Drew Eubanks | Bol Bol,-0.7,2,1.3,135,135
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Bradley Beal | Devin Booker | Royce O'Neale,-0.3,-0.2,-0.5,134,134
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Devin Booker | Royce O'Neale | Grayson Allen,-0.3,1.6,1.2,132,132
Phoenix Suns,2024,Phoenix Suns,Bradley Beal | Jusuf Nurkic | Devin Booker | Grayson Allen | Chimezie Metu,-1.8,-1.4,-3.1,130,130
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Bradley Beal | Josh Okogie | Drew Eubanks,-0.9,-0.5,-1.4,119,119
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Bradley Beal | Jusuf Nurkic | Grayson Allen,1,-0.7,0.4,116,116
Phoenix Suns,2024,Phoenix Suns,Eric Gordon | Jusuf Nurkic | Devin Booker | Keita Bates-Diop | Josh Okogie,-0.3,1.2,0.9,113,113
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Devin Booker | Royce O'Neale | Drew Eubanks,-1.6,-0.7,-2.3,106,106
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Bradley Beal | Jusuf Nurkic | Grayson Allen | Josh Okogie,-0.5,-1.4,-1.9,105,105
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Jusuf Nurkic | Royce O'Neale | Grayson Allen,1.3,2.9,4.2,104,104
Phoenix Suns,2024,Phoenix Suns,Kevin Durant | Eric Gordon | Bradley Beal | Devin Booker | Drew Eubanks,-1,0.3,-0.7,100,100
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | D'Angelo Russell | Rui Hachimura | Austin Reaves,4.8,1,5.8,2072,2233
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | D'Angelo Russell | Taurean Prince | Austin Reaves,2,-1.6,0.5,1098,1098
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | D'Angelo Russell | Taurean Prince | Cam Reddish,-0.8,2.2,1.4,682,682
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Taurean Prince | Cam Reddish | Austin Reaves,-0.8,-3.1,-3.9,427,427
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | D'Angelo Russell | Taurean Prince | Rui Hachimura | Austin Reaves,-1.2,0.1,-1.1,421,421
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | Spencer Dinwiddie | D'Angelo Russell | Rui Hachimura | Austin Reaves,1.6,-2.3,-0.7,416,416
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Spencer Dinwiddie | Rui Hachimura | Austin Reaves,3.6,-2.8,0.8,396,396
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | D'Angelo Russell | Taurean Prince | Max Christie,0.5,1.9,2.4,340,340
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | D'Angelo Russell | Cam Reddish | Austin Reaves,1.8,-2.2,-0.4,276,276
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Taurean Prince | Rui Hachimura | Austin Reaves,1.6,-1.1,0.5,246,246
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | D'Angelo Russell | Taurean Prince | Rui Hachimura | Cam Reddish,-0.8,0.9,0.1,240,240
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | D'Angelo Russell | Rui Hachimura | Jaxson Hayes | Austin Reaves,0.5,1.2,1.7,211,211
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Spencer Dinwiddie | D'Angelo Russell | Taurean Prince | Jaxson Hayes,1.8,0.4,2.2,203,203
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | D'Angelo Russell | Christian Wood | Taurean Prince | Austin Reaves,-1.3,-2.4,-3.7,167,167
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Taurean Prince | Austin Reaves | Max Christie,-0.2,-0.7,-0.9,162,162
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Rui Hachimura | Cam Reddish | Austin Reaves,-0.5,-0.7,-1.2,159,159
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | D'Angelo Russell | Taurean Prince | Jaxson Hayes | Max Christie,-0.1,-3.4,-3.5,157,157
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | D'Angelo Russell | Taurean Prince | Gabe Vincent | Jaxson Hayes,1.2,0.7,2,152,152
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | D'Angelo Russell | Jarred Vanderbilt | Austin Reaves,1.1,3,4.1,136,1280
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Spencer Dinwiddie | Taurean Prince | Austin Reaves,-0.2,1.3,1.1,127,127
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | D'Angelo Russell | Christian Wood | Jarred Vanderbilt | Max Christie,0,-0.7,-0.7,126,126
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | D'Angelo Russell | Taurean Prince | Jarred Vanderbilt | Austin Reaves,1.8,-2.2,-0.3,125,125
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Taurean Prince | Jarred Vanderbilt | Cam Reddish,-1.4,-0.7,-2.1,121,121
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | Christian Wood | Taurean Prince | Rui Hachimura | Austin Reaves,-0.4,1.8,1.3,115,115
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Rui Hachimura | Cam Reddish | Jaxson Hayes | Austin Reaves,1,0,1,113,113
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | Spencer Dinwiddie | D'Angelo Russell | Taurean Prince | Gabe Vincent,0,1.9,1.9,109,109
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | D'Angelo Russell | Christian Wood | Jarred Vanderbilt | Rui Hachimura,-0.5,0.9,0.4,108,108
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | Taurean Prince | Jarred Vanderbilt | Austin Reaves,-2.6,-0.9,-3.5,107,107
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | Jarred Vanderbilt | Rui Hachimura | Austin Reaves | Max Christie,2.1,-0.1,2,107,107
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | D'Angelo Russell | Taurean Prince | Cam Reddish | Austin Reaves,0.6,-2.2,-1.6,104,104
Los Angeles Lakers,2024,Los Angeles Lakers,LeBron James | Anthony Davis | D'Angelo Russell | Austin Reaves | Max Christie,-1.3,-2,-3.2,102,102
Los Angeles Lakers,2024,Los Angeles Lakers,Anthony Davis | D'Angelo Russell | Jarred Vanderbilt | Rui Hachimura | Austin Reaves,-0.5,-0.4,-0.9,43,105
Detroit Pistons,2024,Detroit Pistons,Isaiah Stewart | Cade Cunningham | Jaden Ivey | Jalen Duren | Ausar Thompson,-0.6,-2.3,-2.8,587,587
Detroit Pistons,2024,Detroit Pistons,Cade Cunningham | Jaden Ivey | Jalen Duren | Simone Fontecchio | Ausar Thompson,-1.3,0.7,-0.6,475,475
Detroit Pistons,2024,Detroit Pistons,Killian Hayes | Isaiah Stewart | Cade Cunningham | Jalen Duren | Ausar Thompson,-3.4,-0.5,-3.8,422,422
Detroit Pistons,2024,Detroit Pistons,Isaiah Stewart | Cade Cunningham | Jaden Ivey | Jalen Duren | Simone Fontecchio,-0.5,2.3,1.8,378,378
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Kevin Knox II | Cade Cunningham | Jaden Ivey | Jalen Duren,0.9,-0.8,0.1,362,362
Detroit Pistons,2024,Detroit Pistons,Marvin Bagley III | Killian Hayes | Isaiah Stewart | Cade Cunningham | Ausar Thompson,-0.9,-0.8,-1.7,269,269
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Killian Hayes | Isaiah Stewart | Jaden Ivey | Jalen Duren,-1.6,-5.6,-7.2,189,1207
Detroit Pistons,2024,Detroit Pistons,Troy Brown Jr. | Chimezie Metu | James Wiseman | Jaden Ivey | Marcus Sasser,-3.7,-0.2,-3.9,181,181
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Isaiah Stewart | Cade Cunningham | Jaden Ivey | Jalen Duren,1.2,0.7,2,161,161
Detroit Pistons,2024,Detroit Pistons,Alec Burks | Bojan Bogdanovic | Cade Cunningham | Jaden Ivey | Jalen Duren,-0.6,-1.3,-1.9,159,159
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Isaiah Livers | Cade Cunningham | Jaden Ivey | Jalen Duren,1,-2.9,-2,157,181
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Killian Hayes | Isaiah Livers | Jaden Ivey | Jalen Duren,-0.7,-2.4,-3.1,147,220
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Isaiah Stewart | Cade Cunningham | Jaden Ivey | Ausar Thompson,-2.5,-0.5,-3,143,143
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Kevin Knox II | Killian Hayes | Jaden Ivey | Jalen Duren,-6.1,0.2,-5.8,128,171
Detroit Pistons,2024,Detroit Pistons,Troy Brown Jr. | Chimezie Metu | Jaden Ivey | Jalen Duren | Marcus Sasser,-1.3,0.8,-0.5,127,127
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Marvin Bagley III | Isaiah Stewart | Cade Cunningham | Jaden Ivey,-1.6,-0.2,-1.7,121,121
Detroit Pistons,2024,Detroit Pistons,Kevin Knox II | Killian Hayes | Isaiah Stewart | Jaden Ivey | Jalen Duren,1.4,-0.3,1,118,124
Detroit Pistons,2024,Detroit Pistons,Bojan Bogdanovic | Killian Hayes | Isaiah Stewart | Cade Cunningham | Ausar Thompson,-0.5,-1.8,-2.3,114,114
Detroit Pistons,2024,Detroit Pistons,Marvin Bagley III | Isaiah Stewart | Cade Cunningham | Jaden Ivey | Ausar Thompson,-1.4,-0.1,-1.5,109,109
Detroit Pistons,2024,Detroit Pistons,Alec Burks | Bojan Bogdanovic | Isaiah Livers | Cade Cunningham | Jalen Duren,-1,-2.5,-3.5,103,103
Detroit Pistons,2024,Detroit Pistons,Alec Burks | Joe Harris | Marvin Bagley III | Jaden Ivey | Marcus Sasser,0.1,0.8,0.9,101,101
Detroit Pistons,2024,Detroit Pistons,Alec Burks | Bojan Bogdanovic | Isaiah Stewart | Jaden Ivey | Jalen Duren,-3.2,-0.1,-3.3,23,234
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Kevin Huerter | Keegan Murray,4.7,-2.5,2.2,2831,6917
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Keegan Murray | Keon Ellis,-2,3.2,1.2,1210,1210
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Malik Monk | Keegan Murray,4.3,-2.2,2.2,634,1143
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Chris Duarte | Keegan Murray,-1,0.9,-0.1,531,531
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | Kevin Huerter | Davion Mitchell | Keegan Murray,0.9,-0.4,0.5,421,1537
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | Kevin Huerter | Keegan Murray | Keon Ellis,1.3,0.3,1.5,345,345
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | Malik Monk | Davion Mitchell | Keegan Murray,0.8,1.2,2,291,573
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Davion Mitchell | Keegan Murray,4.5,-1.1,3.4,277,377
Sacramento Kings,2024,Sacramento Kings,Trey Lyles | Domantas Sabonis | Malik Monk | Davion Mitchell | Keegan Murray,3,1.4,4.4,261,440
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Kevin Huerter | Chris Duarte,1.4,-0.5,0.8,210,210
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | Malik Monk | Kevin Huerter | Davion Mitchell,-4.7,-2.2,-6.9,204,484
Sacramento Kings,2024,Sacramento Kings,JaVale McGee | Trey Lyles | De'Aaron Fox | Malik Monk | Sasha Vezenkov,0.9,-1,-0.1,174,174
Sacramento Kings,2024,Sacramento Kings,Trey Lyles | Domantas Sabonis | Malik Monk | Keegan Murray | Keon Ellis,-0.1,0.4,0.3,144,144
Sacramento Kings,2024,Sacramento Kings,Trey Lyles | Domantas Sabonis | De'Aaron Fox | Malik Monk | Keegan Murray,0.9,-2.6,-1.6,141,216
Sacramento Kings,2024,Sacramento Kings,Domantas Sabonis | De'Aaron Fox | Malik Monk | Keegan Murray | Keon Ellis,-3.8,0.9,-2.8,137,137
Sacramento Kings,2024,Sacramento Kings,Domantas Sabonis | De'Aaron Fox | Malik Monk | Kevin Huerter | Keegan Murray,-1.1,0.1,-1,131,277
Sacramento Kings,2024,Sacramento Kings,Domantas Sabonis | De'Aaron Fox | Malik Monk | Chris Duarte | Keegan Murray,0.3,-0.1,0.2,131,131
Sacramento Kings,2024,Sacramento Kings,Domantas Sabonis | Malik Monk | Chris Duarte | Davion Mitchell | Keegan Murray,-2,0.3,-1.6,130,130
Sacramento Kings,2024,Sacramento Kings,JaVale McGee | De'Aaron Fox | Malik Monk | Sasha Vezenkov | Chris Duarte,0.8,0.2,1,126,126
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | Malik Monk | Davion Mitchell | Keon Ellis,-0.8,1.1,0.3,117,117
Sacramento Kings,2024,Sacramento Kings,Trey Lyles | Domantas Sabonis | De'Aaron Fox | Malik Monk | Kevin Huerter,0.3,-0.6,-0.3,108,134
Sacramento Kings,2024,Sacramento Kings,Alex Len | Trey Lyles | De'Aaron Fox | Malik Monk | Keon Ellis,1.1,0,1.1,106,106
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Kevin Huerter | Keon Ellis,-0.6,0.2,-0.4,105,105
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | Malik Monk | Kevin Huerter | Keegan Murray,-2.1,-1,-3.1,100,139
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Trey Lyles | Domantas Sabonis | De'Aaron Fox | Kevin Huerter,0.7,0.6,1.4,98,229
Sacramento Kings,2024,Sacramento Kings,Trey Lyles | Domantas Sabonis | De'Aaron Fox | Kevin Huerter | Keegan Murray,0,-0.8,-0.8,83,136
Sacramento Kings,2024,Sacramento Kings,Alex Len | Trey Lyles | De'Aaron Fox | Malik Monk | Kevin Huerter,1.6,0,1.6,83,209
Sacramento Kings,2024,Sacramento Kings,Alex Len | Trey Lyles | De'Aaron Fox | Malik Monk | Keegan Murray,0.5,1.9,2.5,79,118
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Trey Lyles | De'Aaron Fox | Malik Monk | Kevin Huerter,0.9,-1.4,-0.5,76,114
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Trey Lyles | Domantas Sabonis | De'Aaron Fox | Keegan Murray,4.4,0.1,4.5,76,124
Sacramento Kings,2024,Sacramento Kings,Domantas Sabonis | Malik Monk | Kevin Huerter | Davion Mitchell | Keegan Murray,-1.1,-1,-2.1,74,265
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Malik Monk | Kessler Edwards,-1.9,-1.1,-3,64,107
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Trey Lyles | Domantas Sabonis | De'Aaron Fox | Malik Monk,-1,-0.1,-1.1,55,133
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Trey Lyles | De'Aaron Fox | Malik Monk | Keegan Murray,-0.7,-1.8,-2.6,48,113
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Trey Lyles | Domantas Sabonis | Malik Monk | Davion Mitchell,-0.2,-0.8,-1,46,223
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Trey Lyles | Domantas Sabonis | Kevin Huerter | Davion Mitchell,0.8,-1.8,-1,31,180
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Kevin Huerter | Davion Mitchell,-1.8,-2.3,-4,28,235
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Malik Monk | Davion Mitchell,-2,-0.1,-2.1,18,159
Sacramento Kings,2024,Sacramento Kings,Trey Lyles | Domantas Sabonis | Malik Monk | Kessler Edwards | Davion Mitchell,-1,0.4,-0.5,15,111
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Alex Len | Trey Lyles | De'Aaron Fox | Malik Monk,1.2,3.6,4.8,6,169
Sacramento Kings,2024,Sacramento Kings,Harrison Barnes | Domantas Sabonis | De'Aaron Fox | Kessler Edwards | Keegan Murray,4.8,-6.1,-1.2,3,163
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Jalen Green | Alperen Sengun | Jabari Smith Jr.,-1.5,-0.3,-1.8,3070,3070
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Jalen Green | Jabari Smith Jr. | Amen Thompson,4,-0.7,3.2,746,746
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Jalen Green | Jae'Sean Tate | Alperen Sengun | Jabari Smith Jr.,-1.4,-1.4,-2.8,696,696
Houston Rockets,2024,Houston Rockets,Dillon Brooks | Jalen Green | Alperen Sengun | Jabari Smith Jr. | Amen Thompson,-0.1,-3,-3.1,326,326
